date,value
01/12/2021,3500.00
01/12/2021,0.00
01/01/2022,3500.00
01/01/2022,0.00
20/01/2022,168.59
21/01/2022,182.23
01/02/2022,3500.00
01/02/2022,0.00
09/02/2022,230.22
01/03/2022,3500.00
01/03/2022,0.00
12/03/2022,601.27
01/04/2022,3500.00
01/04/2022,0.00
29/04/2022,399.60
01/05/2022,3500.00
01/05/2022,0.00
01/06/2022,3500.00
01/06/2022,0.00
16/06/2022,309.51
01/07/2022,3500.00
01/07/2022,0.00
06/07/2022,223.49
30/07/2022,228.02
01/08/2022,3500.00
01/08/2022,0.00
01/09/2022,3500.00
01/09/2022,0.00
10/09/2022,0.50
30/09/2022,460.06
01/10/2022,3500.00
01/10/2022,0.00
01/11/2022,3500.00
01/11/2022,0.00
01/12/2022,3500.00
01/12/2022,0.00
09/12/2022,63.83
22/12/2022,444.84
