date,price_index
24/05/2008,1.09
25/05/2008,1.18
26/05/2008,1.06
27/05/2008,1.05
28/05/2008,1.13
29/05/2008,1.12
30/05/2008,1.11
31/05/2008,1.01
01/06/2008,1.03
02/06/2008,0.99
03/06/2008,1.04
04/06/2008,1.04
05/06/2008,1.1
06/06/2008,1.05
07/06/2008,1.03
08/06/2008,1.06
09/06/2008,1.08
10/06/2008,1.06
11/06/2008,0.97
12/06/2008,0.99
13/06/2008,1.02
14/06/2008,1.06
15/06/2008,1.14
16/06/2008,1.07
17/06/2008,0.97
18/06/2008,0.98
19/06/2008,1.03
20/06/2008,1.0
21/06/2008,1.0
22/06/2008,0.93
23/06/2008,0.96
24/06/2008,1.02
25/06/2008,1.03
26/06/2008,0.86
27/06/2008,0.82
28/06/2008,0.81
29/06/2008,0.81
30/06/2008,0.82
01/07/2008,0.76
02/07/2008,0.73
03/07/2008,0.76
04/07/2008,0.69
05/07/2008,0.72
06/07/2008,0.73
07/07/2008,0.8
08/07/2008,0.77
09/07/2008,0.78
10/07/2008,0.76
11/07/2008,0.77
12/07/2008,0.7
13/07/2008,0.66
14/07/2008,0.66
15/07/2008,0.65
16/07/2008,0.64
17/07/2008,0.64
18/07/2008,0.62
19/07/2008,0.6
20/07/2008,0.6
21/07/2008,0.61
22/07/2008,0.62
23/07/2008,0.6
24/07/2008,0.62
25/07/2008,0.63
26/07/2008,0.64
27/07/2008,0.66
28/07/2008,0.71
29/07/2008,0.72
30/07/2008,0.71
31/07/2008,0.72
01/08/2008,0.8
02/08/2008,0.79
03/08/2008,0.81
04/08/2008,0.85
05/08/2008,0.85
06/08/2008,0.84
07/08/2008,0.85
08/08/2008,0.86
09/08/2008,0.92
10/08/2008,0.85
11/08/2008,0.93
12/08/2008,0.89
13/08/2008,0.88
14/08/2008,0.87
15/08/2008,0.82
16/08/2008,0.8
17/08/2008,0.8
18/08/2008,0.76
19/08/2008,0.81
20/08/2008,0.82
21/08/2008,0.89
22/08/2008,0.83
23/08/2008,0.91
24/08/2008,0.91
25/08/2008,0.9
26/08/2008,0.88
27/08/2008,0.91
28/08/2008,0.89
29/08/2008,0.87
30/08/2008,0.8
31/08/2008,0.78
01/09/2008,0.78
02/09/2008,0.79
03/09/2008,0.86
04/09/2008,0.86
05/09/2008,0.79
06/09/2008,0.76
07/09/2008,0.76
08/09/2008,0.72
09/09/2008,0.78
10/09/2008,0.79
11/09/2008,0.77
12/09/2008,0.72
13/09/2008,0.65
14/09/2008,0.69
15/09/2008,0.68
16/09/2008,0.63
17/09/2008,0.66
18/09/2008,0.63
19/09/2008,0.61
20/09/2008,0.63
21/09/2008,0.65
22/09/2008,0.69
23/09/2008,0.72
24/09/2008,0.65
25/09/2008,0.57
26/09/2008,0.53
27/09/2008,0.54
28/09/2008,0.52
29/09/2008,0.55
30/09/2008,0.53
01/10/2008,0.56
02/10/2008,0.55
03/10/2008,0.56
04/10/2008,0.58
05/10/2008,0.61
06/10/2008,0.56
07/10/2008,0.6
08/10/2008,0.59
09/10/2008,0.62
10/10/2008,0.6
11/10/2008,0.59
12/10/2008,0.61
13/10/2008,0.63
14/10/2008,0.66
15/10/2008,0.68
16/10/2008,0.81
17/10/2008,0.77
18/10/2008,0.81
19/10/2008,0.78
20/10/2008,0.74
21/10/2008,0.77
22/10/2008,0.78
23/10/2008,0.73
24/10/2008,0.78
25/10/2008,0.77
26/10/2008,0.69
27/10/2008,0.73
28/10/2008,0.75
29/10/2008,0.76
30/10/2008,0.75
31/10/2008,0.74
01/11/2008,0.71
02/11/2008,0.75
03/11/2008,0.71
04/11/2008,0.71
05/11/2008,0.69
06/11/2008,0.68
07/11/2008,0.75
08/11/2008,0.73
09/11/2008,0.77
10/11/2008,0.74
11/11/2008,0.77
12/11/2008,0.75
13/11/2008,0.76
14/11/2008,0.76
15/11/2008,0.7
16/11/2008,0.65
17/11/2008,0.67
18/11/2008,0.65
19/11/2008,0.63
20/11/2008,0.6
21/11/2008,0.62
22/11/2008,0.62
23/11/2008,0.62
24/11/2008,0.65
25/11/2008,0.62
26/11/2008,0.6
27/11/2008,0.61
28/11/2008,0.66
29/11/2008,0.64
30/11/2008,0.65
01/12/2008,0.64
02/12/2008,0.65
03/12/2008,0.69
04/12/2008,0.68
05/12/2008,0.68
06/12/2008,0.59
07/12/2008,0.59
08/12/2008,0.62
09/12/2008,0.58
10/12/2008,0.58
11/12/2008,0.6
12/12/2008,0.61
13/12/2008,0.61
14/12/2008,0.65
15/12/2008,0.67
16/12/2008,0.69
17/12/2008,0.72
18/12/2008,0.69
19/12/2008,0.73
20/12/2008,0.74
21/12/2008,0.71
22/12/2008,0.69
23/12/2008,0.72
24/12/2008,0.72
25/12/2008,0.75
26/12/2008,0.79
27/12/2008,0.81
28/12/2008,0.87
29/12/2008,0.78
30/12/2008,0.81
31/12/2008,0.79
01/01/2009,0.82
02/01/2009,0.86
03/01/2009,0.91
04/01/2009,0.92
05/01/2009,0.95
06/01/2009,0.95
07/01/2009,0.99
08/01/2009,1.01
09/01/2009,1.06
10/01/2009,1.05
11/01/2009,1.09
12/01/2009,1.15
13/01/2009,1.14
14/01/2009,1.17
15/01/2009,1.18
16/01/2009,1.16
17/01/2009,1.23
18/01/2009,1.25
19/01/2009,1.16
20/01/2009,1.08
21/01/2009,1.2
22/01/2009,1.13
23/01/2009,1.11
24/01/2009,1.06
25/01/2009,1.07
26/01/2009,1.1
27/01/2009,1.1
28/01/2009,1.07
29/01/2009,1.08
30/01/2009,1.04
31/01/2009,1.07
01/02/2009,1.12
02/02/2009,1.14
03/02/2009,1.18
04/02/2009,1.22
05/02/2009,1.21
06/02/2009,1.12
07/02/2009,1.12
08/02/2009,1.21
09/02/2009,1.22
10/02/2009,1.3
11/02/2009,1.31
12/02/2009,1.19
13/02/2009,1.23
14/02/2009,1.33
15/02/2009,1.39
16/02/2009,1.35
17/02/2009,1.38
18/02/2009,1.4
19/02/2009,1.28
20/02/2009,1.34
21/02/2009,1.23
22/02/2009,1.28
23/02/2009,1.35
24/02/2009,1.35
25/02/2009,1.26
26/02/2009,1.16
27/02/2009,1.18
28/02/2009,1.13
01/03/2009,1.13
02/03/2009,1.23
03/03/2009,1.32
04/03/2009,1.35
05/03/2009,1.43
06/03/2009,1.44
07/03/2009,1.49
08/03/2009,1.67
09/03/2009,1.61
10/03/2009,1.67
11/03/2009,1.72
12/03/2009,1.78
13/03/2009,1.77
14/03/2009,1.74
15/03/2009,1.71
16/03/2009,1.72
17/03/2009,1.82
18/03/2009,1.91
19/03/2009,2.0
20/03/2009,1.99
21/03/2009,2.05
22/03/2009,1.96
23/03/2009,2.0
24/03/2009,2.06
25/03/2009,2.11
26/03/2009,2.07
27/03/2009,1.91
28/03/2009,2.08
29/03/2009,2.2
30/03/2009,2.3
31/03/2009,2.27
01/04/2009,2.22
02/04/2009,2.18
03/04/2009,2.21
04/04/2009,2.3
05/04/2009,2.21
06/04/2009,2.25
07/04/2009,2.13
08/04/2009,2.0
09/04/2009,1.89
10/04/2009,1.98
11/04/2009,2.04
12/04/2009,2.06
13/04/2009,2.16
14/04/2009,2.13
15/04/2009,2.15
16/04/2009,2.19
17/04/2009,2.14
18/04/2009,2.04
19/04/2009,1.96
20/04/2009,2.04
21/04/2009,1.97
22/04/2009,2.0
23/04/2009,2.04
24/04/2009,1.97
25/04/2009,1.83
26/04/2009,1.79
27/04/2009,1.8
28/04/2009,1.83
29/04/2009,1.98
30/04/2009,2.11
01/05/2009,2.09
02/05/2009,2.0
03/05/2009,1.9
04/05/2009,1.99
05/05/2009,2.04
06/05/2009,2.05
07/05/2009,2.06
08/05/2009,2.12
09/05/2009,2.09
10/05/2009,1.98
11/05/2009,2.04
12/05/2009,2.04
13/05/2009,2.06
14/05/2009,1.97
15/05/2009,2.0
16/05/2009,1.95
17/05/2009,1.99
18/05/2009,2.07
19/05/2009,2.08
20/05/2009,2.19
21/05/2009,2.28
22/05/2009,2.37
23/05/2009,2.44
24/05/2009,2.63
25/05/2009,2.63
26/05/2009,2.55
27/05/2009,2.36
28/05/2009,2.29
29/05/2009,2.28
30/05/2009,2.07
31/05/2009,2.16
01/06/2009,2.08
02/06/2009,1.95
03/06/2009,1.87
04/06/2009,1.92
05/06/2009,1.91
06/06/2009,2.03
07/06/2009,2.03
08/06/2009,2.05
09/06/2009,2.05
10/06/2009,2.0
11/06/2009,2.07
12/06/2009,2.02
13/06/2009,2.08
14/06/2009,2.23
15/06/2009,2.21
16/06/2009,2.23
17/06/2009,2.19
18/06/2009,2.17
19/06/2009,2.26
20/06/2009,2.12
21/06/2009,2.12
22/06/2009,2.11
23/06/2009,2.1
24/06/2009,2.01
25/06/2009,2.28
26/06/2009,2.36
27/06/2009,2.34
28/06/2009,2.2
29/06/2009,2.03
30/06/2009,2.12
01/07/2009,2.14
02/07/2009,2.09
03/07/2009,2.03
04/07/2009,1.94
05/07/2009,1.81
06/07/2009,1.69
07/07/2009,1.64
08/07/2009,1.49
09/07/2009,1.65
10/07/2009,1.76
11/07/2009,1.8
12/07/2009,1.89
13/07/2009,1.87
14/07/2009,1.76
15/07/2009,1.73
16/07/2009,1.67
17/07/2009,1.68
18/07/2009,1.67
19/07/2009,1.75
20/07/2009,1.71
21/07/2009,1.57
22/07/2009,1.44
23/07/2009,1.56
24/07/2009,1.6
25/07/2009,1.65
26/07/2009,1.67
27/07/2009,1.56
28/07/2009,1.59
29/07/2009,1.61
30/07/2009,1.72
31/07/2009,1.71
01/08/2009,1.69
02/08/2009,1.68
03/08/2009,1.87
04/08/2009,1.81
05/08/2009,1.85
06/08/2009,1.72
07/08/2009,1.87
08/08/2009,1.84
09/08/2009,1.8
10/08/2009,1.92
11/08/2009,1.86
12/08/2009,1.99
13/08/2009,2.03
14/08/2009,1.97
15/08/2009,1.91
16/08/2009,1.83
17/08/2009,1.93
18/08/2009,2.18
19/08/2009,2.22
20/08/2009,2.34
21/08/2009,2.12
22/08/2009,2.08
23/08/2009,2.22
24/08/2009,2.05
25/08/2009,1.94
26/08/2009,1.86
27/08/2009,1.84
28/08/2009,1.97
29/08/2009,1.92
30/08/2009,1.97
31/08/2009,1.84
01/09/2009,1.77
02/09/2009,1.74
03/09/2009,1.71
04/09/2009,1.73
05/09/2009,1.59
06/09/2009,1.5
07/09/2009,1.54
08/09/2009,1.53
09/09/2009,1.58
10/09/2009,1.55
11/09/2009,1.7
12/09/2009,1.74
13/09/2009,1.59
14/09/2009,1.58
15/09/2009,1.72
16/09/2009,1.75
17/09/2009,1.75
18/09/2009,1.79
19/09/2009,1.78
20/09/2009,1.84
21/09/2009,1.98
22/09/2009,2.02
23/09/2009,1.98
24/09/2009,1.82
25/09/2009,1.93
26/09/2009,1.87
27/09/2009,1.85
28/09/2009,1.78
29/09/2009,1.71
30/09/2009,1.65
01/10/2009,1.65
02/10/2009,1.75
03/10/2009,1.8
04/10/2009,1.61
05/10/2009,1.7
06/10/2009,1.65
07/10/2009,1.58
08/10/2009,1.66
09/10/2009,1.51
10/10/2009,1.52
11/10/2009,1.57
12/10/2009,1.61
13/10/2009,1.53
14/10/2009,1.71
15/10/2009,1.66
16/10/2009,1.64
17/10/2009,1.87
18/10/2009,1.81
19/10/2009,1.82
20/10/2009,1.8
21/10/2009,1.7
22/10/2009,1.63
23/10/2009,1.54
24/10/2009,1.6
25/10/2009,1.75
26/10/2009,1.84
27/10/2009,1.81
28/10/2009,1.79
29/10/2009,1.97
30/10/2009,1.98
31/10/2009,2.04
01/11/2009,2.23
02/11/2009,2.37
03/11/2009,2.36
04/11/2009,2.35
05/11/2009,2.32
06/11/2009,2.34
07/11/2009,2.31
08/11/2009,2.56
09/11/2009,2.59
10/11/2009,2.59
11/11/2009,2.56
12/11/2009,2.44
13/11/2009,2.58
14/11/2009,2.53
15/11/2009,2.79
16/11/2009,2.58
17/11/2009,2.62
18/11/2009,2.51
19/11/2009,2.45
20/11/2009,2.39
21/11/2009,2.45
22/11/2009,2.38
23/11/2009,2.59
24/11/2009,2.64
25/11/2009,2.64
26/11/2009,2.83
27/11/2009,2.68
28/11/2009,2.75
29/11/2009,2.95
30/11/2009,2.83
01/12/2009,3.23
02/12/2009,3.31
03/12/2009,3.65
04/12/2009,4.03
05/12/2009,3.89
06/12/2009,3.83
07/12/2009,3.92
08/12/2009,3.74
09/12/2009,3.73
10/12/2009,3.61
11/12/2009,3.74
12/12/2009,3.84
13/12/2009,3.97
14/12/2009,4.03
15/12/2009,4.14
16/12/2009,3.9
17/12/2009,4.1
18/12/2009,4.34
19/12/2009,4.0
20/12/2009,3.98
21/12/2009,3.83
22/12/2009,3.52
23/12/2009,3.64
24/12/2009,3.64
25/12/2009,3.65
26/12/2009,3.77
27/12/2009,3.68
28/12/2009,3.83
29/12/2009,3.46
30/12/2009,3.65
31/12/2009,3.59
01/01/2010,3.32
02/01/2010,3.26
03/01/2010,3.01
04/01/2010,3.1
05/01/2010,3.11
06/01/2010,3.2
07/01/2010,3.32
08/01/2010,3.32
09/01/2010,3.34
10/01/2010,3.43
11/01/2010,3.58
12/01/2010,3.66
13/01/2010,3.43
14/01/2010,3.34
15/01/2010,3.26
16/01/2010,3.28
17/01/2010,3.25
18/01/2010,3.27
19/01/2010,3.24
20/01/2010,3.11
21/01/2010,3.02
22/01/2010,3.04
23/01/2010,3.12
24/01/2010,3.22
25/01/2010,3.34
26/01/2010,3.11
27/01/2010,3.04
28/01/2010,3.0
29/01/2010,3.06
30/01/2010,3.25
31/01/2010,3.26
01/02/2010,3.32
02/02/2010,3.34
03/02/2010,3.28
04/02/2010,3.22
05/02/2010,3.09
06/02/2010,3.02
07/02/2010,3.08
08/02/2010,2.9
09/02/2010,3.01
10/02/2010,3.05
11/02/2010,3.09
12/02/2010,3.33
13/02/2010,3.18
14/02/2010,3.26
15/02/2010,3.47
16/02/2010,3.46
17/02/2010,3.22
18/02/2010,3.0
19/02/2010,3.13
20/02/2010,2.99
21/02/2010,3.15
22/02/2010,3.27
23/02/2010,3.19
24/02/2010,2.99
25/02/2010,2.88
26/02/2010,2.79
27/02/2010,2.91
28/02/2010,2.9
01/03/2010,2.78
02/03/2010,2.98
03/03/2010,3.05
04/03/2010,2.98
05/03/2010,2.99
06/03/2010,2.93
07/03/2010,3.02
08/03/2010,2.86
09/03/2010,2.72
10/03/2010,2.66
11/03/2010,2.63
12/03/2010,2.56
13/03/2010,2.58
14/03/2010,2.75
15/03/2010,2.75
16/03/2010,2.92
17/03/2010,3.18
18/03/2010,3.1
19/03/2010,3.06
20/03/2010,3.03
21/03/2010,3.16
22/03/2010,3.4
23/03/2010,3.29
24/03/2010,3.4
25/03/2010,3.34
26/03/2010,3.47
27/03/2010,3.48
28/03/2010,3.46
29/03/2010,3.15
30/03/2010,3.34
31/03/2010,3.28
01/04/2010,3.48
02/04/2010,3.76
03/04/2010,3.84
04/04/2010,3.83
05/04/2010,3.43
06/04/2010,3.47
07/04/2010,3.65
08/04/2010,3.66
09/04/2010,3.62
10/04/2010,3.82
11/04/2010,3.84
12/04/2010,4.35
13/04/2010,4.13
14/04/2010,3.89
15/04/2010,3.5
16/04/2010,3.48
17/04/2010,3.98
18/04/2010,3.92
19/04/2010,3.64
20/04/2010,3.86
21/04/2010,4.03
22/04/2010,4.08
23/04/2010,4.21
24/04/2010,4.49
25/04/2010,4.5
26/04/2010,4.43
27/04/2010,4.26
28/04/2010,4.1
29/04/2010,4.12
30/04/2010,3.86
01/05/2010,3.89
02/05/2010,4.25
03/05/2010,4.42
04/05/2010,4.28
05/05/2010,3.66
06/05/2010,3.66
07/05/2010,3.31
08/05/2010,3.24
09/05/2010,2.98
10/05/2010,2.93
11/05/2010,2.97
12/05/2010,2.84
13/05/2010,2.78
14/05/2010,2.45
15/05/2010,2.44
16/05/2010,2.52
17/05/2010,2.73
18/05/2010,2.88
19/05/2010,2.73
20/05/2010,2.99
21/05/2010,3.09
22/05/2010,3.09
23/05/2010,3.08
24/05/2010,3.35
25/05/2010,3.42
26/05/2010,3.46
27/05/2010,3.36
28/05/2010,3.41
29/05/2010,3.42
30/05/2010,3.46
31/05/2010,3.44
01/06/2010,3.67
02/06/2010,3.66
03/06/2010,3.64
04/06/2010,3.69
05/06/2010,3.82
06/06/2010,3.98
07/06/2010,4.16
08/06/2010,4.0
09/06/2010,3.66
10/06/2010,3.84
11/06/2010,4.21
12/06/2010,4.63
13/06/2010,4.55
14/06/2010,4.44
15/06/2010,4.98
16/06/2010,5.39
17/06/2010,5.52
18/06/2010,5.4
19/06/2010,5.25
20/06/2010,4.82
21/06/2010,5.02
22/06/2010,5.25
23/06/2010,4.47
24/06/2010,4.3
25/06/2010,4.32
26/06/2010,4.39
27/06/2010,4.5
28/06/2010,4.59
29/06/2010,4.54
30/06/2010,5.04
01/07/2010,4.98
02/07/2010,5.38
03/07/2010,5.3
04/07/2010,5.32
05/07/2010,4.83
06/07/2010,4.74
07/07/2010,4.77
08/07/2010,4.94
09/07/2010,5.43
10/07/2010,4.86
11/07/2010,4.75
12/07/2010,4.62
13/07/2010,4.82
14/07/2010,4.39
15/07/2010,4.58
16/07/2010,4.79
17/07/2010,4.94
18/07/2010,4.99
19/07/2010,5.07
20/07/2010,4.97
21/07/2010,4.98
22/07/2010,4.8
23/07/2010,4.93
24/07/2010,5.3
25/07/2010,6.32
26/07/2010,6.84
27/07/2010,6.93
28/07/2010,6.88
29/07/2010,7.37
30/07/2010,7.62
31/07/2010,7.67
01/08/2010,7.82
02/08/2010,8.1
03/08/2010,8.95
04/08/2010,9.17
05/08/2010,9.11
06/08/2010,8.97
07/08/2010,8.54
08/08/2010,7.57
09/08/2010,7.13
10/08/2010,7.34
11/08/2010,6.9
12/08/2010,7.65
13/08/2010,7.72
14/08/2010,7.69
15/08/2010,7.94
16/08/2010,7.67
17/08/2010,7.58
18/08/2010,8.02
19/08/2010,7.86
20/08/2010,7.88
21/08/2010,7.45
22/08/2010,6.95
23/08/2010,7.25
24/08/2010,7.47
25/08/2010,7.84
26/08/2010,8.2
27/08/2010,7.92
28/08/2010,7.83
29/08/2010,7.82
30/08/2010,8.22
31/08/2010,8.3
01/09/2010,8.06
02/09/2010,7.54
03/09/2010,7.32
04/09/2010,7.12
05/09/2010,7.13
06/09/2010,7.45
07/09/2010,7.57
08/09/2010,7.36
09/09/2010,7.63
10/09/2010,7.49
11/09/2010,7.17
12/09/2010,7.06
13/09/2010,7.42
14/09/2010,8.07
15/09/2010,8.35
16/09/2010,8.22
17/09/2010,8.41
18/09/2010,9.21
19/09/2010,9.49
20/09/2010,9.21
21/09/2010,9.08
22/09/2010,9.04
23/09/2010,9.61
24/09/2010,10.29
25/09/2010,10.14
26/09/2010,9.91
27/09/2010,9.81
28/09/2010,9.84
29/09/2010,9.68
30/09/2010,9.36
01/10/2010,9.38
02/10/2010,9.22
03/10/2010,8.57
04/10/2010,8.57
05/10/2010,9.13
06/10/2010,9.07
07/10/2010,9.09
08/10/2010,8.66
09/10/2010,8.66
10/10/2010,8.66
11/10/2010,8.38
12/10/2010,9.27
13/10/2010,9.28
14/10/2010,9.16
15/10/2010,8.49
16/10/2010,8.94
17/10/2010,8.92
18/10/2010,9.06
19/10/2010,9.62
20/10/2010,9.63
21/10/2010,9.95
22/10/2010,10.28
23/10/2010,10.39
24/10/2010,9.68
25/10/2010,9.97
26/10/2010,10.15
27/10/2010,10.88
28/10/2010,11.03
29/10/2010,10.99
30/10/2010,10.98
31/10/2010,11.1
01/11/2010,11.86
02/11/2010,11.36
03/11/2010,11.04
04/11/2010,11.08
05/11/2010,10.92
06/11/2010,11.47
07/11/2010,11.45
08/11/2010,13.07
09/11/2010,12.26
10/11/2010,12.33
11/11/2010,10.94
12/11/2010,10.4
13/11/2010,9.95
14/11/2010,9.31
15/11/2010,9.58
16/11/2010,9.52
17/11/2010,9.83
18/11/2010,10.57
19/11/2010,9.58
20/11/2010,9.3
21/11/2010,9.86
22/11/2010,10.06
23/11/2010,10.42
24/11/2010,10.39
25/11/2010,11.04
26/11/2010,10.41
27/11/2010,10.27
28/11/2010,10.55
29/11/2010,11.23
30/11/2010,11.0
01/12/2010,10.98
02/12/2010,10.67
03/12/2010,10.65
04/12/2010,10.46
05/12/2010,11.09
06/12/2010,10.62
07/12/2010,10.22
08/12/2010,10.06
09/12/2010,10.02
10/12/2010,9.65
11/12/2010,9.67
12/12/2010,10.56
13/12/2010,10.42
14/12/2010,10.38
15/12/2010,10.33
16/12/2010,11.88
17/12/2010,11.5
18/12/2010,11.11
19/12/2010,11.55
20/12/2010,12.15
21/12/2010,11.51
22/12/2010,12.1
23/12/2010,13.4
24/12/2010,12.84
25/12/2010,13.54
26/12/2010,13.88
27/12/2010,14.33
28/12/2010,15.18
29/12/2010,15.39
30/12/2010,15.61
31/12/2010,14.62
01/01/2011,15.78
02/01/2011,15.47
03/01/2011,15.69
04/01/2011,14.66
05/01/2011,15.34
06/01/2011,15.57
07/01/2011,16.13
08/01/2011,16.79
09/01/2011,16.95
10/01/2011,16.66
11/01/2011,17.31
12/01/2011,18.5
13/01/2011,18.6
14/01/2011,16.26
15/01/2011,16.46
16/01/2011,15.5
17/01/2011,16.45
18/01/2011,15.96
19/01/2011,14.51
20/01/2011,15.57
21/01/2011,15.29
22/01/2011,15.28
23/01/2011,14.53
24/01/2011,13.92
25/01/2011,13.37
26/01/2011,13.65
27/01/2011,13.99
28/01/2011,13.15
29/01/2011,12.13
30/01/2011,12.96
31/01/2011,12.91
01/02/2011,13.21
02/02/2011,12.06
03/02/2011,11.78
04/02/2011,12.16
05/02/2011,11.24
06/02/2011,12.09
07/02/2011,13.15
08/02/2011,13.71
09/02/2011,13.88
10/02/2011,14.67
11/02/2011,14.46
12/02/2011,14.94
13/02/2011,14.36
14/02/2011,15.24
15/02/2011,15.05
16/02/2011,16.01
17/02/2011,16.03
18/02/2011,16.12
19/02/2011,16.16
20/02/2011,16.69
21/02/2011,16.47
22/02/2011,15.89
23/02/2011,16.24
24/02/2011,18.22
25/02/2011,16.88
26/02/2011,15.93
27/02/2011,14.64
28/02/2011,13.43
01/03/2011,13.17
02/03/2011,13.04
03/03/2011,13.38
04/03/2011,12.49
05/03/2011,12.77
06/03/2011,12.52
07/03/2011,12.33
08/03/2011,11.39
09/03/2011,12.1
10/03/2011,12.1
11/03/2011,12.29
12/03/2011,14.26
13/03/2011,12.76
14/03/2011,12.14
15/03/2011,13.22
16/03/2011,13.28
17/03/2011,13.62
18/03/2011,12.83
19/03/2011,13.04
20/03/2011,12.74
21/03/2011,11.72
22/03/2011,11.93
23/03/2011,12.69
24/03/2011,12.33
25/03/2011,12.71
26/03/2011,13.25
27/03/2011,13.36
28/03/2011,12.23
29/03/2011,12.39
30/03/2011,12.01
31/03/2011,11.96
01/04/2011,10.93
02/04/2011,13.49
03/04/2011,13.51
04/04/2011,15.36
05/04/2011,14.11
06/04/2011,13.86
07/04/2011,13.8
08/04/2011,13.28
09/04/2011,13.6
10/04/2011,13.08
11/04/2011,14.45
12/04/2011,14.78
13/04/2011,15.9
14/04/2011,16.04
15/04/2011,15.41
16/04/2011,15.49
17/04/2011,14.19
18/04/2011,15.31
19/04/2011,16.47
20/04/2011,14.53
21/04/2011,15.26
22/04/2011,15.24
23/04/2011,15.07
24/04/2011,15.82
25/04/2011,15.67
26/04/2011,14.78
27/04/2011,14.62
28/04/2011,14.04
29/04/2011,14.31
30/04/2011,13.78
01/05/2011,14.69
02/05/2011,15.1
03/05/2011,14.49
04/05/2011,14.97
05/05/2011,15.7
06/05/2011,15.68
07/05/2011,15.91
08/05/2011,15.49
09/05/2011,15.77
10/05/2011,14.87
11/05/2011,15.5
12/05/2011,16.48
13/05/2011,17.14
14/05/2011,17.19
15/05/2011,16.28
16/05/2011,15.68
17/05/2011,16.47
18/05/2011,17.54
19/05/2011,17.67
20/05/2011,17.53
21/05/2011,17.2
22/05/2011,16.75
23/05/2011,17.53
24/05/2011,16.57
25/05/2011,15.27
26/05/2011,16.11
27/05/2011,17.4
28/05/2011,17.26
29/05/2011,17.83
30/05/2011,17.39
31/05/2011,17.35
01/06/2011,18.77
02/06/2011,19.16
03/06/2011,17.55
04/06/2011,17.51
05/06/2011,18.21
06/06/2011,18.88
07/06/2011,19.33
08/06/2011,19.63
09/06/2011,18.64
10/06/2011,20.75
11/06/2011,21.7
12/06/2011,21.98
13/06/2011,21.61
14/06/2011,21.6
15/06/2011,21.34
16/06/2011,20.87
17/06/2011,17.87
18/06/2011,16.2
19/06/2011,16.52
20/06/2011,17.4
21/06/2011,18.64
22/06/2011,19.3
23/06/2011,19.2
24/06/2011,18.92
