date,price_index
04/09/2008,0.91
05/09/2008,0.88
06/09/2008,0.84
07/09/2008,0.86
08/09/2008,0.88
09/09/2008,0.84
10/09/2008,0.86
11/09/2008,0.86
12/09/2008,0.85
13/09/2008,0.86
14/09/2008,0.86
15/09/2008,0.89
16/09/2008,0.87
17/09/2008,0.84
18/09/2008,0.89
19/09/2008,0.93
20/09/2008,1.0
21/09/2008,0.97
22/09/2008,0.93
23/09/2008,0.96
24/09/2008,0.97
25/09/2008,0.9
26/09/2008,0.89
27/09/2008,0.84
28/09/2008,0.83
29/09/2008,0.85
30/09/2008,0.91
01/10/2008,0.85
02/10/2008,0.81
03/10/2008,0.78
04/10/2008,0.82
05/10/2008,0.84
06/10/2008,0.84
07/10/2008,0.8
08/10/2008,0.73
09/10/2008,0.76
10/10/2008,0.77
11/10/2008,0.77
12/10/2008,0.79
13/10/2008,0.83
14/10/2008,0.84
15/10/2008,0.81
16/10/2008,0.85
17/10/2008,0.84
18/10/2008,0.77
19/10/2008,0.71
20/10/2008,0.77
21/10/2008,0.75
22/10/2008,0.72
23/10/2008,0.64
24/10/2008,0.63
25/10/2008,0.67
26/10/2008,0.69
27/10/2008,0.69
28/10/2008,0.67
29/10/2008,0.72
30/10/2008,0.68
31/10/2008,0.66
01/11/2008,0.67
02/11/2008,0.72
03/11/2008,0.79
04/11/2008,0.79
05/11/2008,0.72
06/11/2008,0.73
07/11/2008,0.74
08/11/2008,0.76
09/11/2008,0.81
10/11/2008,0.79
11/11/2008,0.77
12/11/2008,0.85
13/11/2008,0.87
14/11/2008,0.74
15/11/2008,0.79
16/11/2008,0.76
17/11/2008,0.81
18/11/2008,0.78
19/11/2008,0.75
20/11/2008,0.67
21/11/2008,0.66
22/11/2008,0.63
23/11/2008,0.66
24/11/2008,0.69
25/11/2008,0.74
26/11/2008,0.79
27/11/2008,0.74
28/11/2008,0.79
29/11/2008,0.76
30/11/2008,0.72
01/12/2008,0.67
02/12/2008,0.63
03/12/2008,0.6
04/12/2008,0.64
05/12/2008,0.59
06/12/2008,0.6
07/12/2008,0.59
08/12/2008,0.55
09/12/2008,0.56
10/12/2008,0.51
11/12/2008,0.5
12/12/2008,0.5
13/12/2008,0.45
14/12/2008,0.5
15/12/2008,0.5
16/12/2008,0.44
17/12/2008,0.45
18/12/2008,0.45
19/12/2008,0.45
20/12/2008,0.46
21/12/2008,0.4
22/12/2008,0.38
23/12/2008,0.37
24/12/2008,0.33
25/12/2008,0.31
26/12/2008,0.3
27/12/2008,0.29
28/12/2008,0.26
29/12/2008,0.24
30/12/2008,0.24
31/12/2008,0.23
01/01/2009,0.24
02/01/2009,0.26
03/01/2009,0.25
04/01/2009,0.23
05/01/2009,0.22
06/01/2009,0.22
07/01/2009,0.23
08/01/2009,0.23
09/01/2009,0.22
10/01/2009,0.23
11/01/2009,0.24
12/01/2009,0.22
13/01/2009,0.22
14/01/2009,0.23
15/01/2009,0.22
16/01/2009,0.23
17/01/2009,0.23
18/01/2009,0.23
19/01/2009,0.24
20/01/2009,0.28
21/01/2009,0.29
22/01/2009,0.32
23/01/2009,0.32
24/01/2009,0.32
25/01/2009,0.3
26/01/2009,0.29
27/01/2009,0.32
28/01/2009,0.29
29/01/2009,0.3
30/01/2009,0.32
31/01/2009,0.34
01/02/2009,0.33
02/02/2009,0.33
03/02/2009,0.3
04/02/2009,0.31
05/02/2009,0.33
06/02/2009,0.33
07/02/2009,0.31
08/02/2009,0.3
09/02/2009,0.3
10/02/2009,0.28
11/02/2009,0.26
12/02/2009,0.28
13/02/2009,0.31
14/02/2009,0.3
15/02/2009,0.32
16/02/2009,0.34
17/02/2009,0.33
18/02/2009,0.32
19/02/2009,0.34
20/02/2009,0.34
21/02/2009,0.34
22/02/2009,0.33
23/02/2009,0.35
24/02/2009,0.36
25/02/2009,0.36
26/02/2009,0.34
27/02/2009,0.32
28/02/2009,0.35
01/03/2009,0.35
02/03/2009,0.33
03/03/2009,0.35
04/03/2009,0.34
05/03/2009,0.36
06/03/2009,0.35
07/03/2009,0.33
08/03/2009,0.35
09/03/2009,0.35
10/03/2009,0.33
11/03/2009,0.32
12/03/2009,0.32
13/03/2009,0.33
14/03/2009,0.3
15/03/2009,0.3
16/03/2009,0.3
17/03/2009,0.29
18/03/2009,0.28
19/03/2009,0.28
20/03/2009,0.29
21/03/2009,0.29
22/03/2009,0.3
23/03/2009,0.32
24/03/2009,0.31
25/03/2009,0.31
26/03/2009,0.3
27/03/2009,0.32
28/03/2009,0.3
29/03/2009,0.29
30/03/2009,0.33
31/03/2009,0.33
01/04/2009,0.32
02/04/2009,0.32
03/04/2009,0.32
04/04/2009,0.31
05/04/2009,0.3
06/04/2009,0.31
07/04/2009,0.32
08/04/2009,0.31
09/04/2009,0.33
10/04/2009,0.3
11/04/2009,0.29
12/04/2009,0.31
13/04/2009,0.32
14/04/2009,0.34
15/04/2009,0.35
16/04/2009,0.36
17/04/2009,0.35
18/04/2009,0.33
19/04/2009,0.32
20/04/2009,0.34
21/04/2009,0.35
22/04/2009,0.37
23/04/2009,0.38
24/04/2009,0.42
25/04/2009,0.41
26/04/2009,0.41
27/04/2009,0.41
28/04/2009,0.4
29/04/2009,0.39
30/04/2009,0.39
01/05/2009,0.4
02/05/2009,0.41
03/05/2009,0.4
04/05/2009,0.38
05/05/2009,0.37
06/05/2009,0.37
07/05/2009,0.39
08/05/2009,0.34
09/05/2009,0.34
10/05/2009,0.32
11/05/2009,0.34
12/05/2009,0.35
13/05/2009,0.35
14/05/2009,0.34
15/05/2009,0.35
16/05/2009,0.36
17/05/2009,0.35
18/05/2009,0.35
19/05/2009,0.39
20/05/2009,0.38
21/05/2009,0.36
22/05/2009,0.35
23/05/2009,0.33
24/05/2009,0.32
25/05/2009,0.31
26/05/2009,0.31
27/05/2009,0.28
28/05/2009,0.3
29/05/2009,0.31
30/05/2009,0.31
31/05/2009,0.3
01/06/2009,0.28
02/06/2009,0.29
03/06/2009,0.3
04/06/2009,0.29
05/06/2009,0.29
06/06/2009,0.31
07/06/2009,0.31
08/06/2009,0.33
09/06/2009,0.35
10/06/2009,0.38
11/06/2009,0.39
12/06/2009,0.43
13/06/2009,0.42
14/06/2009,0.43
15/06/2009,0.44
16/06/2009,0.43
17/06/2009,0.45
18/06/2009,0.43
19/06/2009,0.43
20/06/2009,0.39
21/06/2009,0.39
22/06/2009,0.36
23/06/2009,0.36
24/06/2009,0.38
25/06/2009,0.38
26/06/2009,0.38
27/06/2009,0.37
28/06/2009,0.34
29/06/2009,0.37
30/06/2009,0.38
01/07/2009,0.38
02/07/2009,0.37
03/07/2009,0.39
04/07/2009,0.36
05/07/2009,0.37
06/07/2009,0.38
07/07/2009,0.38
08/07/2009,0.38
09/07/2009,0.39
10/07/2009,0.42
11/07/2009,0.41
12/07/2009,0.43
13/07/2009,0.42
14/07/2009,0.41
15/07/2009,0.41
16/07/2009,0.37
17/07/2009,0.39
18/07/2009,0.38
19/07/2009,0.35
20/07/2009,0.35
21/07/2009,0.36
22/07/2009,0.36
23/07/2009,0.35
24/07/2009,0.34
25/07/2009,0.33
26/07/2009,0.35
27/07/2009,0.35
28/07/2009,0.37
29/07/2009,0.36
30/07/2009,0.36
31/07/2009,0.37
01/08/2009,0.4
02/08/2009,0.38
03/08/2009,0.41
04/08/2009,0.44
05/08/2009,0.46
06/08/2009,0.5
07/08/2009,0.55
08/08/2009,0.55
09/08/2009,0.56
10/08/2009,0.58
11/08/2009,0.57
12/08/2009,0.58
13/08/2009,0.6
14/08/2009,0.61
15/08/2009,0.6
16/08/2009,0.6
17/08/2009,0.62
18/08/2009,0.7
19/08/2009,0.7
20/08/2009,0.67
21/08/2009,0.64
22/08/2009,0.62
23/08/2009,0.67
24/08/2009,0.65
25/08/2009,0.67
26/08/2009,0.67
27/08/2009,0.69
28/08/2009,0.69
29/08/2009,0.7
30/08/2009,0.63
31/08/2009,0.63
01/09/2009,0.62
02/09/2009,0.65
03/09/2009,0.69
04/09/2009,0.7
05/09/2009,0.67
06/09/2009,0.71
07/09/2009,0.73
08/09/2009,0.78
09/09/2009,0.82
10/09/2009,0.86
11/09/2009,0.91
12/09/2009,0.98
13/09/2009,1.05
14/09/2009,1.07
15/09/2009,1.08
16/09/2009,1.02
17/09/2009,0.96
18/09/2009,0.98
19/09/2009,1.02
20/09/2009,1.06
21/09/2009,1.14
22/09/2009,1.17
23/09/2009,1.19
24/09/2009,1.22
25/09/2009,1.09
26/09/2009,1.05
27/09/2009,1.02
28/09/2009,1.08
29/09/2009,1.09
30/09/2009,1.13
01/10/2009,1.11
02/10/2009,1.1
03/10/2009,1.07
04/10/2009,1.07
05/10/2009,1.0
06/10/2009,0.97
07/10/2009,1.02
08/10/2009,1.04
09/10/2009,1.07
10/10/2009,1.06
11/10/2009,1.08
12/10/2009,1.06
13/10/2009,0.96
14/10/2009,0.98
15/10/2009,1.06
16/10/2009,0.98
17/10/2009,1.02
18/10/2009,1.01
19/10/2009,0.97
20/10/2009,0.93
21/10/2009,0.89
22/10/2009,0.83
23/10/2009,0.79
24/10/2009,0.75
25/10/2009,0.77
26/10/2009,0.77
27/10/2009,0.72
28/10/2009,0.77
29/10/2009,0.71
30/10/2009,0.67
31/10/2009,0.68
01/11/2009,0.77
02/11/2009,0.74
03/11/2009,0.73
04/11/2009,0.71
05/11/2009,0.65
06/11/2009,0.63
07/11/2009,0.62
08/11/2009,0.6
09/11/2009,0.58
10/11/2009,0.62
11/11/2009,0.54
12/11/2009,0.52
13/11/2009,0.56
14/11/2009,0.54
15/11/2009,0.58
16/11/2009,0.57
17/11/2009,0.56
18/11/2009,0.57
19/11/2009,0.62
20/11/2009,0.6
21/11/2009,0.66
22/11/2009,0.63
23/11/2009,0.59
24/11/2009,0.65
25/11/2009,0.64
26/11/2009,0.63
27/11/2009,0.61
28/11/2009,0.64
29/11/2009,0.65
30/11/2009,0.66
01/12/2009,0.62
02/12/2009,0.63
03/12/2009,0.64
04/12/2009,0.68
05/12/2009,0.69
06/12/2009,0.77
07/12/2009,0.77
08/12/2009,0.76
09/12/2009,0.78
10/12/2009,0.85
11/12/2009,0.85
12/12/2009,0.86
13/12/2009,0.87
14/12/2009,0.84
15/12/2009,0.88
16/12/2009,0.81
17/12/2009,0.82
18/12/2009,0.89
19/12/2009,0.86
20/12/2009,0.84
21/12/2009,0.85
22/12/2009,0.84
23/12/2009,0.8
24/12/2009,0.77
25/12/2009,0.78
26/12/2009,0.8
27/12/2009,0.82
28/12/2009,0.84
29/12/2009,0.81
30/12/2009,0.77
31/12/2009,0.81
01/01/2010,0.79
02/01/2010,0.86
03/01/2010,0.8
04/01/2010,0.73
05/01/2010,0.67
06/01/2010,0.62
07/01/2010,0.66
08/01/2010,0.65
09/01/2010,0.6
10/01/2010,0.58
11/01/2010,0.64
12/01/2010,0.63
13/01/2010,0.6
14/01/2010,0.58
15/01/2010,0.59
16/01/2010,0.62
17/01/2010,0.65
18/01/2010,0.63
19/01/2010,0.62
20/01/2010,0.58
21/01/2010,0.56
22/01/2010,0.58
23/01/2010,0.61
24/01/2010,0.59
25/01/2010,0.61
26/01/2010,0.57
27/01/2010,0.61
28/01/2010,0.58
29/01/2010,0.57
30/01/2010,0.56
31/01/2010,0.57
01/02/2010,0.56
02/02/2010,0.58
03/02/2010,0.59
04/02/2010,0.54
05/02/2010,0.5
06/02/2010,0.49
07/02/2010,0.51
08/02/2010,0.52
09/02/2010,0.53
10/02/2010,0.52
11/02/2010,0.52
12/02/2010,0.54
13/02/2010,0.53
14/02/2010,0.56
15/02/2010,0.56
16/02/2010,0.58
17/02/2010,0.54
18/02/2010,0.52
19/02/2010,0.47
20/02/2010,0.5
21/02/2010,0.49
22/02/2010,0.52
23/02/2010,0.5
24/02/2010,0.48
25/02/2010,0.46
26/02/2010,0.49
27/02/2010,0.48
28/02/2010,0.53
01/03/2010,0.53
02/03/2010,0.56
03/03/2010,0.55
04/03/2010,0.63
05/03/2010,0.59
06/03/2010,0.6
07/03/2010,0.58
08/03/2010,0.63
09/03/2010,0.64
10/03/2010,0.65
11/03/2010,0.64
12/03/2010,0.65
13/03/2010,0.59
14/03/2010,0.63
15/03/2010,0.61
16/03/2010,0.61
17/03/2010,0.61
18/03/2010,0.61
19/03/2010,0.6
20/03/2010,0.61
21/03/2010,0.62
22/03/2010,0.64
23/03/2010,0.68
24/03/2010,0.68
25/03/2010,0.77
26/03/2010,0.76
27/03/2010,0.77
28/03/2010,0.78
29/03/2010,0.81
30/03/2010,0.78
31/03/2010,0.73
01/04/2010,0.7
02/04/2010,0.64
03/04/2010,0.68
04/04/2010,0.68
05/04/2010,0.73
06/04/2010,0.7
07/04/2010,0.73
08/04/2010,0.7
09/04/2010,0.65
10/04/2010,0.66
11/04/2010,0.66
12/04/2010,0.67
13/04/2010,0.64
14/04/2010,0.67
15/04/2010,0.67
16/04/2010,0.63
17/04/2010,0.65
18/04/2010,0.62
19/04/2010,0.66
20/04/2010,0.68
21/04/2010,0.66
22/04/2010,0.63
23/04/2010,0.6
24/04/2010,0.58
25/04/2010,0.56
26/04/2010,0.52
27/04/2010,0.53
28/04/2010,0.61
29/04/2010,0.59
30/04/2010,0.6
01/05/2010,0.61
02/05/2010,0.6
03/05/2010,0.62
04/05/2010,0.69
05/05/2010,0.7
06/05/2010,0.76
07/05/2010,0.78
08/05/2010,0.74
09/05/2010,0.74
10/05/2010,0.73
11/05/2010,0.7
12/05/2010,0.69
13/05/2010,0.66
14/05/2010,0.67
15/05/2010,0.68
16/05/2010,0.68
17/05/2010,0.67
18/05/2010,0.64
19/05/2010,0.62
20/05/2010,0.6
21/05/2010,0.57
22/05/2010,0.62
23/05/2010,0.68
24/05/2010,0.73
25/05/2010,0.73
26/05/2010,0.75
27/05/2010,0.7
28/05/2010,0.71
29/05/2010,0.78
30/05/2010,0.82
31/05/2010,0.8
01/06/2010,0.84
02/06/2010,0.83
03/06/2010,0.83
04/06/2010,0.87
05/06/2010,0.87
06/06/2010,0.85
07/06/2010,0.81
08/06/2010,0.76
09/06/2010,0.7
10/06/2010,0.74
11/06/2010,0.73
12/06/2010,0.76
13/06/2010,0.82
14/06/2010,0.88
15/06/2010,0.88
16/06/2010,0.9
17/06/2010,1.01
18/06/2010,1.02
19/06/2010,1.03
20/06/2010,1.04
21/06/2010,0.99
22/06/2010,0.98
23/06/2010,0.98
24/06/2010,0.98
25/06/2010,1.03
26/06/2010,1.02
27/06/2010,1.07
28/06/2010,1.11
29/06/2010,1.16
30/06/2010,1.08
01/07/2010,1.05
02/07/2010,1.0
03/07/2010,0.96
04/07/2010,0.96
05/07/2010,1.04
06/07/2010,1.11
07/07/2010,1.26
08/07/2010,1.33
09/07/2010,1.52
10/07/2010,1.49
11/07/2010,1.55
12/07/2010,1.51
13/07/2010,1.69
14/07/2010,1.66
15/07/2010,1.78
16/07/2010,1.72
17/07/2010,1.78
18/07/2010,1.83
19/07/2010,1.83
20/07/2010,1.84
21/07/2010,1.91
22/07/2010,1.86
23/07/2010,1.95
24/07/2010,1.96
25/07/2010,2.01
26/07/2010,1.95
27/07/2010,1.94
28/07/2010,1.88
29/07/2010,1.57
30/07/2010,1.56
31/07/2010,1.61
01/08/2010,1.7
02/08/2010,1.73
03/08/2010,1.82
04/08/2010,1.69
05/08/2010,1.7
06/08/2010,1.74
07/08/2010,1.8
08/08/2010,1.92
09/08/2010,1.9
10/08/2010,1.93
11/08/2010,1.88
12/08/2010,1.75
13/08/2010,1.68
14/08/2010,1.64
15/08/2010,1.59
16/08/2010,1.58
17/08/2010,1.56
18/08/2010,1.53
19/08/2010,1.51
20/08/2010,1.59
21/08/2010,1.59
22/08/2010,1.58
23/08/2010,1.52
24/08/2010,1.48
25/08/2010,1.47
26/08/2010,1.4
27/08/2010,1.4
28/08/2010,1.54
29/08/2010,1.42
30/08/2010,1.52
31/08/2010,1.57
01/09/2010,1.6
02/09/2010,1.47
03/09/2010,1.49
04/09/2010,1.48
05/09/2010,1.51
06/09/2010,1.47
07/09/2010,1.47
08/09/2010,1.51
09/09/2010,1.53
10/09/2010,1.45
11/09/2010,1.45
12/09/2010,1.53
13/09/2010,1.68
14/09/2010,1.65
15/09/2010,1.8
16/09/2010,1.93
17/09/2010,1.81
18/09/2010,1.9
19/09/2010,1.9
20/09/2010,1.84
21/09/2010,1.83
22/09/2010,1.79
23/09/2010,1.84
24/09/2010,1.81
25/09/2010,1.89
26/09/2010,1.75
27/09/2010,1.81
28/09/2010,1.7
29/09/2010,1.78
30/09/2010,1.84
01/10/2010,1.71
02/10/2010,1.68
03/10/2010,1.76
04/10/2010,1.8
05/10/2010,1.71
06/10/2010,1.7
07/10/2010,1.79
08/10/2010,1.78
09/10/2010,1.87
10/10/2010,1.89
11/10/2010,2.0
12/10/2010,2.05
13/10/2010,2.06
14/10/2010,2.1
15/10/2010,2.19
16/10/2010,2.22
17/10/2010,2.28
18/10/2010,2.24
19/10/2010,2.21
20/10/2010,2.29
21/10/2010,2.2
22/10/2010,2.13
23/10/2010,2.08
24/10/2010,2.02
25/10/2010,1.84
26/10/2010,1.91
27/10/2010,1.94
28/10/2010,1.97
29/10/2010,1.94
30/10/2010,1.97
31/10/2010,1.91
01/11/2010,2.01
02/11/2010,1.93
03/11/2010,1.92
04/11/2010,1.91
05/11/2010,1.86
06/11/2010,1.78
07/11/2010,1.77
08/11/2010,1.79
09/11/2010,1.81
10/11/2010,1.69
11/11/2010,1.72
12/11/2010,1.71
13/11/2010,1.62
14/11/2010,1.88
15/11/2010,1.9
16/11/2010,1.71
17/11/2010,1.64
18/11/2010,1.6
19/11/2010,1.65
20/11/2010,1.71
21/11/2010,1.62
22/11/2010,1.62
23/11/2010,1.66
24/11/2010,1.64
25/11/2010,1.79
26/11/2010,1.72
27/11/2010,1.82
28/11/2010,1.85
29/11/2010,1.97
30/11/2010,1.92
01/12/2010,1.95
02/12/2010,1.95
03/12/2010,2.12
04/12/2010,2.1
05/12/2010,1.85
06/12/2010,1.8
07/12/2010,1.74
08/12/2010,1.59
09/12/2010,1.47
10/12/2010,1.49
11/12/2010,1.47
12/12/2010,1.58
13/12/2010,1.64
14/12/2010,1.49
15/12/2010,1.52
16/12/2010,1.64
17/12/2010,1.77
18/12/2010,1.85
19/12/2010,1.86
20/12/2010,1.97
21/12/2010,1.91
22/12/2010,1.9
23/12/2010,1.79
24/12/2010,1.8
25/12/2010,1.76
26/12/2010,1.86
27/12/2010,1.77
28/12/2010,1.71
29/12/2010,1.71
30/12/2010,1.76
31/12/2010,1.81
01/01/2011,1.89
02/01/2011,1.85
03/01/2011,1.81
04/01/2011,1.76
05/01/2011,1.81
06/01/2011,1.64
07/01/2011,1.5
08/01/2011,1.48
09/01/2011,1.4
10/01/2011,1.31
11/01/2011,1.3
12/01/2011,1.34
13/01/2011,1.25
14/01/2011,1.27
15/01/2011,1.3
16/01/2011,1.26
17/01/2011,1.18
18/01/2011,1.31
19/01/2011,1.3
20/01/2011,1.34
21/01/2011,1.3
22/01/2011,1.34
23/01/2011,1.28
24/01/2011,1.36
25/01/2011,1.36
26/01/2011,1.35
27/01/2011,1.34
28/01/2011,1.29
29/01/2011,1.31
30/01/2011,1.28
31/01/2011,1.21
01/02/2011,1.22
02/02/2011,1.23
03/02/2011,1.21
04/02/2011,1.14
05/02/2011,1.11
06/02/2011,1.13
07/02/2011,1.15
08/02/2011,1.23
09/02/2011,1.31
10/02/2011,1.26
11/02/2011,1.12
12/02/2011,1.12
13/02/2011,1.11
14/02/2011,1.15
15/02/2011,1.17
16/02/2011,1.14
17/02/2011,1.25
18/02/2011,1.16
19/02/2011,1.16
20/02/2011,1.2
21/02/2011,1.07
22/02/2011,1.01
23/02/2011,1.1
24/02/2011,1.03
25/02/2011,1.04
26/02/2011,0.99
27/02/2011,0.93
28/02/2011,0.91
01/03/2011,0.92
02/03/2011,0.93
03/03/2011,0.94
04/03/2011,0.86
05/03/2011,0.83
06/03/2011,0.78
07/03/2011,0.73
08/03/2011,0.73
09/03/2011,0.71
10/03/2011,0.71
11/03/2011,0.67
12/03/2011,0.71
13/03/2011,0.82
14/03/2011,0.8
15/03/2011,0.76
16/03/2011,0.74
17/03/2011,0.76
18/03/2011,0.73
19/03/2011,0.71
20/03/2011,0.66
21/03/2011,0.64
22/03/2011,0.62
23/03/2011,0.66
24/03/2011,0.7
25/03/2011,0.68
26/03/2011,0.69
27/03/2011,0.7
28/03/2011,0.69
29/03/2011,0.72
30/03/2011,0.79
31/03/2011,0.85
01/04/2011,0.85
02/04/2011,0.84
03/04/2011,0.83
04/04/2011,0.81
05/04/2011,0.8
06/04/2011,0.79
07/04/2011,0.85
08/04/2011,0.81
09/04/2011,0.78
10/04/2011,0.78
11/04/2011,0.74
12/04/2011,0.66
13/04/2011,0.66
14/04/2011,0.62
15/04/2011,0.65
16/04/2011,0.61
17/04/2011,0.57
18/04/2011,0.58
19/04/2011,0.62
20/04/2011,0.64
21/04/2011,0.66
22/04/2011,0.71
23/04/2011,0.78
24/04/2011,0.75
25/04/2011,0.73
26/04/2011,0.7
27/04/2011,0.72
28/04/2011,0.71
29/04/2011,0.77
30/04/2011,0.73
01/05/2011,0.73
02/05/2011,0.78
03/05/2011,0.84
04/05/2011,0.79
05/05/2011,0.79
06/05/2011,0.84
07/05/2011,0.84
08/05/2011,0.8
09/05/2011,0.83
10/05/2011,0.84
11/05/2011,0.78
12/05/2011,0.79
13/05/2011,0.73
14/05/2011,0.72
15/05/2011,0.75
16/05/2011,0.75
17/05/2011,0.67
18/05/2011,0.69
19/05/2011,0.67
20/05/2011,0.68
21/05/2011,0.62
22/05/2011,0.63
23/05/2011,0.59
24/05/2011,0.59
25/05/2011,0.61
26/05/2011,0.61
27/05/2011,0.63
28/05/2011,0.64
29/05/2011,0.6
30/05/2011,0.56
31/05/2011,0.55
01/06/2011,0.54
02/06/2011,0.55
03/06/2011,0.54
04/06/2011,0.51
05/06/2011,0.5
06/06/2011,0.47
07/06/2011,0.5
08/06/2011,0.49
09/06/2011,0.48
10/06/2011,0.44
11/06/2011,0.43
12/06/2011,0.43
13/06/2011,0.41
14/06/2011,0.45
15/06/2011,0.43
16/06/2011,0.44
17/06/2011,0.41
18/06/2011,0.41
19/06/2011,0.46
20/06/2011,0.48
21/06/2011,0.48
22/06/2011,0.46
23/06/2011,0.45
24/06/2011,0.45
